"file","area","review_state","content_status","implementation_status","verification_status","ownership","instructional_readiness","learner_validation","risk","learning_blocker","action","reason","dependency","acceptance"
"40_实验练习\E02_后端API实验\e02_service\app\service.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","FastAPI 生命周期、跨租户隔离、幂等并发契约和自包含 OpenAPI schema reference，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E02_后端API实验\e02_service\pyproject.toml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","FastAPI 生命周期、跨租户隔离、幂等并发契约和自包含 OpenAPI schema reference，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E02_后端API实验\e02_service\README.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","FastAPI 生命周期、跨租户隔离、幂等并发契约和自包含 OpenAPI schema reference，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E02_后端API实验\e02_service\requirements-dev.lock","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","FastAPI 生命周期、跨租户隔离、幂等并发契约和自包含 OpenAPI schema reference，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E02_后端API实验\e02_service\tests\test_api.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","FastAPI 生命周期、跨租户隔离、幂等并发契约和自包含 OpenAPI schema reference，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E02_后端API实验\e02_service\tests\test_lifecycle_reliability.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","FastAPI 生命周期、跨租户隔离、幂等并发契约和自包含 OpenAPI schema reference，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E02_后端API实验\e02_service\tests\test_openapi.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","FastAPI 生命周期、跨租户隔离、幂等并发契约和自包含 OpenAPI schema reference，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E02_后端API实验\E02_后端API实验_索引.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","文档已对齐单一 FastAPI 项目","","保持文档、代码、测试和状态一致"
"40_实验练习\E02_后端API实验\E02-01 创建任务 API.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","文档已对齐单一 FastAPI 项目","","保持文档、代码、测试和状态一致"
"40_实验练习\E02_后端API实验\E02-02 查询任务状态 API.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","文档已对齐单一 FastAPI 项目","","保持文档、代码、测试和状态一致"
"40_实验练习\E02_后端API实验\E02-03 metrics API.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","文档已对齐单一 FastAPI 项目","","保持文档、代码、测试和状态一致"
"40_实验练习\E02_后端API实验\E02-04 请求生命周期可靠性与并发契约.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","文档已对齐单一 FastAPI 项目","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\examples\run_evaluation.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\pyproject.toml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\rag_reference\__init__.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\rag_reference\corpus.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\rag_reference\evaluation.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\rag_reference\generation.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\rag_reference\ingestion.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\rag_reference\lifecycle.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\rag_reference\parsing.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\rag_reference\prompting.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\rag_reference\retrieval.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\rag_reference\security.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E03_RAG实验\e03_rag_reference\rag_reference\service.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","固定 corpus/黄金集、三路检索、权限前置过滤、多格式解析质量、并发 retention/cache lineage 删除和离线 generation 输出评估闭环，共 154 项测试通过","","保持文档、代码、测试和状态一致"
